<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
TIKR_B;5;20180813;172000;193.13;193.2;192.7;193.02;100150;0
TIKR_B;5;20180813;172500;192.91;193.39;192.91;193.17;76406;0
TIKR_B;5;20180813;173000;193.2;193.3;192.9;192.9;70084;0
TIKR_B;5;20180813;173500;192.92;193.12;192.52;192.52;61667;0
TIKR_B;5;20180813;174000;192.52;192.86;192.32;192.39;51970;0
TIKR_B;5;20180813;174500;192.39;192.79;192.2;192.31;36417;0
TIKR_B;5;20180813;175000;192.37;192.65;192.23;192.58;29055;0
TIKR_B;5;20180813;175500;192.58;193.09;192.57;193.01;69117;0
TIKR_B;5;20180813;180000;193;193.27;192.23;192.36;128867;0
TIKR_B;5;20180813;180500;192.36;192.68;191.45;191.69;118793;0
TIKR_B;5;20180813;181000;191.69;191.98;191.47;191.78;58894;0
TIKR_B;5;20180813;181500;191.78;191.8;191.05;191.24;81946;0
TIKR_B;5;20180813;182000;191.17;191.68;191.16;191.27;47233;0
TIKR_B;5;20180813;182500;191.25;191.35;190.87;191.01;90180;0
TIKR_B;5;20180813;183000;191.06;191.29;190.78;190.8;119515;0
TIKR_B;5;20180813;183500;190.8;190.97;190.08;190.46;174987;0
TIKR_B;5;20180813;184500;190;190;190;190;80212;0
TIKR_B;5;20180814;095500;192.98;192.98;192.98;192.98;11391;0
TIKR_B;5;20180814;100000;192.98;195.98;192.9;194.74;587047;0
TIKR_B;5;20180814;100500;194.75;195;193.87;194.4;142568;0
TIKR_B;5;20180814;101000;194.43;194.56;192.7;193.12;230551;0
TIKR_B;5;20180814;101500;193.22;193.6;192;192.4;193387;0
TIKR_B;5;20180814;102000;192.32;193.23;191.96;193.1;134315;0
TIKR_B;5;20180814;102500;193.09;193.12;192.43;193.05;55959;0
TIKR_B;5;20180814;103000;192.94;193.05;191.4;191.86;152543;0
TIKR_B;5;20180814;103500;191.81;192.31;191.4;192.13;90389;0
TIKR_B;5;20180814;104000;192.04;192.8;192;192.64;60417;0
TIKR_B;5;20180814;104500;192.55;193.35;192.08;193.14;111854;0
TIKR_B;5;20180814;105000;193.04;193.15;192.65;193.01;34005;0
TIKR_B;5;20180814;105500;192.94;193;192.53;192.94;56037;0
TIKR_B;5;20180814;110000;192.86;193.57;192.77;193.01;78208;0
TIKR_B;5;20180814;110500;193.06;193.5;192.7;193.28;49430;0
TIKR_B;5;20180814;111000;193.26;193.3;191.91;192.1;92737;0
TIKR_B;5;20180814;111500;192.12;192.37;191.4;191.8;113501;0
TIKR_B;5;20180814;112000;191.81;192.3;191.6;191.88;44464;0
TIKR_B;5;20180814;112500;191.86;191.86;190.76;191.63;106911;0
TIKR_B;5;20180814;113000;191.6;191.65;190.83;191.16;37836;0
TIKR_B;5;20180814;113500;191.24;191.75;190.97;191.15;54961;0
TIKR_B;5;20180814;114000;191.14;191.41;190.34;190.72;79404;0
TIKR_B;5;20180814;114500;190.74;191.54;190.51;191.25;58407;0
TIKR_B;5;20180814;115000;191.2;191.2;190.44;191.08;47598;0
TIKR_B;5;20180814;115500;191.07;191.44;190.73;191.12;43197;0
TIKR_B;5;20180814;120000;191.03;191.5;190.84;191.48;48833;0
TIKR_B;5;20180814;120500;191.47;192.08;191.46;192.03;73048;0
TIKR_B;5;20180814;121000;192.04;192.22;191.66;191.83;45711;0
TIKR_B;5;20180814;121500;191.83;191.94;191.05;191.2;47275;0
TIKR_B;5;20180814;122000;191.13;191.58;191.12;191.45;26169;0
TIKR_B;5;20180814;122500;191.51;191.66;191.19;191.23;10352;0
TIKR_B;5;20180814;123000;191.24;191.94;191.24;191.57;30607;0
TIKR_B;5;20180814;123500;191.59;192.37;191.59;192.16;43943;0
TIKR_B;5;20180814;124000;192.16;192.97;192.16;192.92;85997;0
TIKR_B;5;20180814;124500;192.81;192.92;191.34;191.54;84772;0
TIKR_B;5;20180814;125000;191.54;191.61;190.57;191.18;131202;0
TIKR_B;5;20180814;125500;191.17;191.2;189.63;189.84;239381;0
TIKR_B;5;20180814;130000;189.83;189.84;189.12;189.5;181021;0
TIKR_B;5;20180814;130500;189.47;189.53;188.8;189.3;201675;0
TIKR_B;5;20180814;131000;189.29;189.89;189.25;189.89;66305;0
TIKR_B;5;20180814;131500;189.89;190.22;189.64;189.96;114748;0
TIKR_B;5;20180814;132000;189.95;190.48;189.95;190.48;71396;0
TIKR_B;5;20180814;132500;190.48;190.48;190.01;190.04;70563;0
TIKR_B;5;20180814;133000;190.04;190.04;189.32;189.76;70446;0
TIKR_B;5;20180814;133500;189.76;191;189.5;190.88;196414;0
TIKR_B;5;20180814;134000;190.88;190.99;190.52;190.93;50739;0
TIKR_B;5;20180814;134500;190.87;191.33;190.7;191.18;55313;0
TIKR_B;5;20180814;135000;191.29;191.29;190.11;190.22;64729;0
TIKR_B;5;20180814;135500;190.22;190.32;189.6;189.6;81496;0
TIKR_B;5;20180814;140000;189.67;190.2;189.56;190.11;22208;0
TIKR_B;5;20180814;140500;190.11;190.17;188.8;189.12;143238;0
TIKR_B;5;20180814;141000;189.12;189.6;189.06;189.13;63118;0
TIKR_B;5;20180814;141500;189.2;189.8;189;189.58;47119;0
TIKR_B;5;20180814;142000;189.69;190.29;189.58;190.22;56226;0
TIKR_B;5;20180814;142500;190.2;190.23;189.6;189.61;17455;0
TIKR_B;5;20180814;143000;189.62;189.95;189.5;189.84;17247;0
TIKR_B;5;20180814;143500;189.81;190.05;189.71;189.9;16416;0
TIKR_B;5;20180814;144000;189.9;189.94;189.15;189.31;25160;0
TIKR_B;5;20180814;144500;189.31;189.35;188.2;188.42;135046;0
TIKR_B;5;20180814;145000;188.44;189.3;188.33;189.28;63361;0
TIKR_B;5;20180814;145500;189.22;189.57;189.18;189.2;33588;0
TIKR_B;5;20180814;150000;189.2;189.84;189.11;189.58;45879;0
TIKR_B;5;20180814;150500;189.58;189.82;189.4;189.7;18474;0
TIKR_B;5;20180814;151000;189.76;189.78;189.35;189.6;13955;0
TIKR_B;5;20180814;151500;189.51;189.8;189.26;189.4;91303;0
TIKR_B;5;20180814;152000;189.41;189.74;189.25;189.28;26238;0
TIKR_B;5;20180814;152500;189.28;189.63;188.83;189.48;51860;0
TIKR_B;5;20180814;153000;189.48;190.65;189.48;190.16;209228;0
TIKR_B;5;20180814;153500;190.16;191.19;189.95;190.87;84778;0
TIKR_B;5;20180814;154000;190.87;192.46;190.8;191.89;190590;0
TIKR_B;5;20180814;154500;191.89;191.9;191.27;191.68;41753;0
TIKR_B;5;20180814;155000;191.68;191.85;191.28;191.55;36261;0
TIKR_B;5;20180814;155500;191.55;191.82;191.38;191.69;45757;0
TIKR_B;5;20180814;160000;191.69;192.09;191.59;191.77;88470;0
TIKR_B;5;20180814;160500;191.7;192.1;191.55;191.79;36032;0
TIKR_B;5;20180814;161000;191.8;192.99;191.7;192.95;184050;0
TIKR_B;5;20180814;161500;192.95;193.46;192.54;193;209514;0
TIKR_B;5;20180814;162000;193.01;193.35;192.41;192.59;89559;0
TIKR_B;5;20180814;162500;192.59;193;192.51;192.69;31898;0
TIKR_B;5;20180814;163000;192.69;193.19;192.55;192.82;52220;0
TIKR_B;5;20180814;163500;192.83;192.87;191.65;191.71;104674;0
TIKR_B;5;20180814;164000;191.7;191.98;191.13;191.96;71887;0
TIKR_B;5;20180814;164500;191.84;192.48;191.4;191.95;59607;0
TIKR_B;5;20180814;165000;191.95;192.16;191.22;191.82;54069;0
TIKR_B;5;20180814;165500;191.89;191.89;191.35;191.52;24759;0
TIKR_B;5;20180814;170000;191.51;191.9;191.01;191.01;64954;0
TIKR_B;5;20180814;170500;191.01;191.74;190.86;191.66;77927;0
TIKR_B;5;20180814;171000;191.76;192.24;191.59;192.05;41705;0
TIKR_B;5;20180814;171500;192.11;192.3;191.98;192.2;25662;0
TIKR_B;5;20180814;172000;192.16;192.7;192.07;192.43;75251;0
TIKR_B;5;20180814;172500;192.42;192.45;191.96;191.96;29096;0
TIKR_B;5;20180814;173000;191.99;192.05;191.51;192.05;50098;0
TIKR_B;5;20180814;173500;192.05;192.3;191.68;191.8;55014;0
TIKR_B;5;20180814;174000;191.83;192.25;191.54;192.19;29296;0
TIKR_B;5;20180814;174500;192.19;192.73;192.1;192.46;49721;0
TIKR_B;5;20180814;175000;192.45;192.92;192.39;192.71;49862;0
TIKR_B;5;20180814;175500;192.65;193;192.55;192.66;39070;0
TIKR_B;5;20180814;180000;192.65;192.74;192.35;192.47;23183;0
TIKR_B;5;20180814;180500;192.51;192.95;192.35;192.72;39766;0
TIKR_B;5;20180814;181000;192.72;192.95;192.21;192.42;25781;0
TIKR_B;5;20180814;181500;192.36;192.36;191.35;191.39;55699;0
TIKR_B;5;20180814;182000;191.48;191.58;191.36;191.52;30714;0
TIKR_B;5;20180814;182500;191.52;191.85;191.37;191.79;40658;0
TIKR_B;5;20180814;183000;191.77;192.35;191.7;192.18;38838;0
TIKR_B;5;20180814;183500;192.21;192.5;192.14;192.25;53368;0
TIKR_B;5;20180814;184500;192.76;192.76;192.76;192.76;117437;0
TIKR_B;5;20180815;095500;192.35;192.35;192.35;192.35;4760;0
TIKR_B;5;20180815;100000;192.35;192.95;191.27;191.97;189704;0
TIKR_B;5;20180815;100500;192.07;193.2;191.87;192.33;128422;0
TIKR_B;5;20180815;101000;192.33;192.86;191.72;192.77;51993;0
TIKR_B;5;20180815;101500;192.77;194;192.5;193.94;213736;0
TIKR_B;5;20180815;102000;193.97;194;192.8;192.8;105480;0
TIKR_B;5;20180815;102500;192.95;193.33;192.43;192.99;57003;0
TIKR_B;5;20180815;103000;192.99;193.17;191.64;192.16;86752;0
TIKR_B;5;20180815;103500;192.14;192.37;191.62;191.69;71974;0
TIKR_B;5;20180815;104000;191.65;191.82;191.08;191.46;90912;0
TIKR_B;5;20180815;104500;191.51;191.82;191.45;191.7;21673;0
TIKR_B;5;20180815;105000;191.77;192.37;191.72;192.22;31584;0
TIKR_B;5;20180815;105500;192.12;192.15;191.61;191.75;40323;0
TIKR_B;5;20180815;110000;191.72;192.3;191.69;192.08;21085;0
TIKR_B;5;20180815;110500;192.08;192.08;191.1;191.1;61544;0
TIKR_B;5;20180815;111000;191.1;191.1;190.22;190.61;115709;0
TIKR_B;5;20180815;111500;190.67;190.67;190.1;190.56;80003;0
TIKR_B;5;20180815;112000;190.56;190.94;190.5;190.94;38551;0
TIKR_B;5;20180815;112500;190.94;191.09;190.2;190.3;37112;0
TIKR_B;5;20180815;113000;190.3;191.05;190.27;191.05;16718;0
TIKR_B;5;20180815;113500;191.06;191.19;190.56;190.73;23178;0
TIKR_B;5;20180815;114000;190.77;191.12;190.6;190.86;25531;0
TIKR_B;5;20180815;114500;190.95;191.45;190.85;190.91;28569;0
TIKR_B;5;20180815;115000;190.95;191.14;189.8;189.83;188739;0
TIKR_B;5;20180815;115500;189.95;190.37;189.71;189.71;66551;0
TIKR_B;5;20180815;120000;189.76;190.15;189.48;189.72;57738;0
TIKR_B;5;20180815;120500;189.89;190.01;189.01;189.02;103923;0
TIKR_B;5;20180815;121000;189.01;189.26;188.04;188.59;187112;0
TIKR_B;5;20180815;121500;188.58;189;188.27;188.74;128082;0
TIKR_B;5;20180815;122000;188.74;189.15;188.4;189.08;82828;0
TIKR_B;5;20180815;122500;189.05;189.19;188.77;189.03;62387;0
TIKR_B;5;20180815;123000;189.05;189.19;188.48;188.99;56166;0
TIKR_B;5;20180815;123500;188.99;189.34;188.74;189.3;35809;0
TIKR_B;5;20180815;124000;189.3;189.7;189.15;189.29;56293;0
TIKR_B;5;20180815;124500;189.2;189.49;189;189.17;16131;0
TIKR_B;5;20180815;125000;189.17;189.27;188.52;188.7;38917;0
TIKR_B;5;20180815;125500;188.7;189.12;188.51;188.7;28043;0
TIKR_B;5;20180815;130000;188.68;188.76;188.21;188.26;70171;0
TIKR_B;5;20180815;130500;188.26;188.74;188.21;188.66;20625;0
TIKR_B;5;20180815;131000;188.69;189.07;188.61;188.84;32770;0
TIKR_B;5;20180815;131500;188.77;188.91;188.49;188.84;23988;0
TIKR_B;5;20180815;132000;188.8;189.2;188.72;189.01;49187;0
TIKR_B;5;20180815;132500;189;189.11;188.6;188.87;42659;0
TIKR_B;5;20180815;133000;188.75;188.85;188.17;188.57;60493;0
TIKR_B;5;20180815;133500;188.48;188.88;188.31;188.88;22085;0
TIKR_B;5;20180815;134000;188.88;189.12;188.64;188.69;27988;0
TIKR_B;5;20180815;134500;188.75;188.8;188.38;188.51;35170;0
TIKR_B;5;20180815;135000;188.44;188.84;188.32;188.53;28203;0
TIKR_B;5;20180815;135500;188.61;188.65;188.32;188.61;17703;0
TIKR_B;5;20180815;140000;188.52;188.6;188.38;188.38;9854;0
TIKR_B;5;20180815;140500;188.43;188.46;187.55;187.6;207271;0
TIKR_B;5;20180815;141000;187.55;188.4;187.5;188.26;90606;0
TIKR_B;5;20180815;141500;188.27;188.71;188.26;188.41;99194;0
TIKR_B;5;20180815;142000;188.37;188.55;188.14;188.32;43521;0
TIKR_B;5;20180815;142500;188.38;189.15;188.37;188.89;76483;0
TIKR_B;5;20180815;143000;188.89;189.06;188.57;188.82;59161;0
TIKR_B;5;20180815;143500;188.84;188.87;188.51;188.79;22921;0
TIKR_B;5;20180815;144000;188.78;189.46;188.68;189.46;43991;0
TIKR_B;5;20180815;144500;189.42;189.9;189.1;189.83;158227;0
TIKR_B;5;20180815;145000;189.78;189.89;189.3;189.3;75169;0
TIKR_B;5;20180815;145500;189.3;189.5;189.2;189.36;33323;0
TIKR_B;5;20180815;150000;189.31;189.4;188.8;188.94;43115;0
TIKR_B;5;20180815;150500;188.87;189.49;188.86;189.18;39656;0
TIKR_B;5;20180815;151000;189.1;189.38;188.91;188.92;20839;0
TIKR_B;5;20180815;151500;188.92;189.39;188.85;189.17;21271;0
TIKR_B;5;20180815;152000;189.12;189.28;189;189.18;9828;0
TIKR_B;5;20180815;152500;189.18;189.18;189;189.07;4493;0
TIKR_B;5;20180815;153000;189.03;189.75;189;189.44;67970;0
TIKR_B;5;20180815;153500;189.5;189.9;189.49;189.88;47747;0
TIKR_B;5;20180815;154000;189.83;190.29;189.51;190.29;111384;0
TIKR_B;5;20180815;154500;190.25;190.63;190.23;190.49;88523;0
TIKR_B;5;20180815;155000;190.47;190.49;190.19;190.34;49441;0
TIKR_B;5;20180815;155500;190.34;191.12;190.34;190.69;102390;0
TIKR_B;5;20180815;160000;190.69;191.19;190.33;190.68;114529;0
TIKR_B;5;20180815;160500;190.69;191.39;190.37;191.23;83112;0
TIKR_B;5;20180815;161000;191.26;191.74;191.1;191.2;170617;0
TIKR_B;5;20180815;161500;191.24;191.38;191.09;191.11;27783;0
TIKR_B;5;20180815;162000;191.09;191.37;190.8;190.87;51012;0
TIKR_B;5;20180815;162500;190.83;190.97;190.53;190.78;58527;0
TIKR_B;5;20180815;163000;190.71;190.86;190.1;190.27;82459;0
TIKR_B;5;20180815;163500;190.27;190.61;190;190.61;75567;0
TIKR_B;5;20180815;164000;190.6;190.73;190.2;190.31;40415;0
TIKR_B;5;20180815;164500;190.21;190.29;189.19;189.3;171771;0
TIKR_B;5;20180815;165000;189.33;189.35;188.35;188.82;262560;0
TIKR_B;5;20180815;165500;188.73;189.13;188.5;188.87;98539;0
TIKR_B;5;20180815;170000;188.74;188.99;188.07;188.11;119464;0
TIKR_B;5;20180815;170500;188.11;188.78;188;188.78;120819;0
TIKR_B;5;20180815;171000;188.76;189.07;188.63;188.67;105675;0
TIKR_B;5;20180815;171500;188.64;188.66;186.62;187.13;350794;0
TIKR_B;5;20180815;172000;187.13;187.78;186.88;187.69;147815;0
TIKR_B;5;20180815;172500;187.69;188.22;187.27;187.48;110716;0
TIKR_B;5;20180815;173000;187.4;187.61;186.62;187.4;190553;0
TIKR_B;5;20180815;173500;187.4;187.79;187.01;187.43;72139;0
TIKR_B;5;20180815;174000;187.4;187.59;187.21;187.54;42862;0
TIKR_B;5;20180815;174500;187.54;187.79;187.3;187.51;36566;0
TIKR_B;5;20180815;175000;187.46;187.46;186.75;187.15;52776;0
TIKR_B;5;20180815;175500;187.15;187.35;186.53;186.7;59130;0
TIKR_B;5;20180815;180000;186.71;187.39;186.53;187.32;72356;0
TIKR_B;5;20180815;180500;187.3;187.46;186.73;187.37;59135;0
TIKR_B;5;20180815;181000;187.37;187.94;187.37;187.51;85673;0
TIKR_B;5;20180815;181500;187.55;187.82;186.86;187.15;57318;0
TIKR_B;5;20180815;182000;187.17;187.38;187;187.2;27053;0
TIKR_B;5;20180815;182500;187.22;187.73;187.2;187.57;29977;0
TIKR_B;5;20180815;183000;187.68;187.8;187.55;187.62;27727;0
TIKR_B;5;20180815;183500;187.62;187.98;187.54;187.57;106717;0
TIKR_B;5;20180815;184500;187.98;187.98;187.98;187.98;51917;0
TIKR_B;5;20180816;095500;189;189;189;189;2551;0
TIKR_B;5;20180816;100000;189.01;190.07;188.5;189;299408;0
TIKR_B;5;20180816;100500;189;189.44;188.55;189.01;157999;0
TIKR_B;5;20180816;101000;188.97;189.39;188.22;188.35;124106;0
TIKR_B;5;20180816;101500;188.35;189.45;188.35;189.14;62350;0
TIKR_B;5;20180816;102000;189.19;189.49;188.91;189;65973;0
TIKR_B;5;20180816;102500;189.03;189.19;188.61;189.18;31900;0
TIKR_B;5;20180816;103000;189.15;189.32;188.71;188.71;20473;0
TIKR_B;5;20180816;103500;188.71;189;188.58;188.83;30043;0
TIKR_B;5;20180816;104000;188.84;189.84;188.72;189.7;90403;0
TIKR_B;5;20180816;104500;189.7;189.98;189.45;189.59;94712;0
TIKR_B;5;20180816;105000;189.59;189.7;189.1;189.21;43922;0
TIKR_B;5;20180816;105500;189.25;189.62;189.2;189.53;24546;0
TIKR_B;5;20180816;110000;189.51;189.62;189.06;189.6;58189;0
TIKR_B;5;20180816;110500;189.62;189.95;189.6;189.84;57488;0
TIKR_B;5;20180816;111000;189.75;190.61;189.7;190.43;207851;0
TIKR_B;5;20180816;111500;190.45;191.2;190.43;190.9;193362;0
TIKR_B;5;20180816;112000;190.92;191.17;190.4;190.4;74744;0
TIKR_B;5;20180816;112500;190.5;190.93;190.16;190.93;45627;0
TIKR_B;5;20180816;113000;190.92;190.98;190.5;190.7;15997;0
TIKR_B;5;20180816;113500;190.7;190.95;190.5;190.85;29717;0
TIKR_B;5;20180816;114000;190.78;191;190.5;190.72;23227;0
TIKR_B;5;20180816;114500;190.6;190.75;190.06;190.26;58588;0
TIKR_B;5;20180816;115000;190.26;190.3;190.06;190.2;31335;0
TIKR_B;5;20180816;115500;190.2;190.27;190.02;190.2;53267;0
TIKR_B;5;20180816;120000;190.2;190.43;189.55;189.55;127019;0
TIKR_B;5;20180816;120500;189.55;190.14;189.54;189.93;34089;0
TIKR_B;5;20180816;121000;189.89;190.35;189.73;190.35;27364;0
TIKR_B;5;20180816;121500;190.36;190.74;190.06;190.74;46864;0
TIKR_B;5;20180816;122000;190.7;190.97;190.53;190.92;55070;0
TIKR_B;5;20180816;122500;190.86;190.9;190.37;190.72;33072;0
TIKR_B;5;20180816;123000;190.75;190.75;190.3;190.4;8366;0
TIKR_B;5;20180816;123500;190.4;190.75;190.4;190.54;17817;0
TIKR_B;5;20180816;124000;190.49;190.6;189.9;190.14;22035;0
TIKR_B;5;20180816;124500;190.09;190.48;189.95;190.44;20681;0
TIKR_B;5;20180816;125000;190.37;190.65;190.37;190.6;9971;0
TIKR_B;5;20180816;125500;190.59;190.89;190.49;190.77;12814;0
TIKR_B;5;20180816;130000;190.8;191.48;190.71;191.44;155026;0
TIKR_B;5;20180816;130500;191.44;191.65;191.2;191.33;119964;0
TIKR_B;5;20180816;131000;191.36;191.48;191.03;191.28;29679;0
TIKR_B;5;20180816;131500;191.2;191.48;190.89;190.89;32696;0
TIKR_B;5;20180816;132000;190.87;191;190.77;190.95;22099;0
TIKR_B;5;20180816;132500;190.86;191;190.72;190.92;28798;0
TIKR_B;5;20180816;133000;190.94;191.21;190.82;191.11;16692;0
TIKR_B;5;20180816;133500;191.13;191.34;190.99;191.16;10455;0
TIKR_B;5;20180816;134000;191.15;191.33;190.75;190.97;15486;0
TIKR_B;5;20180816;134500;190.97;191.09;190.59;190.9;30477;0
TIKR_B;5;20180816;135000;190.85;190.9;190.22;190.23;63421;0
TIKR_B;5;20180816;135500;190.23;190.87;190.17;190.79;30889;0
TIKR_B;5;20180816;140000;190.6;190.86;190.48;190.55;9260;0
TIKR_B;5;20180816;140500;190.56;190.61;190.15;190.19;38518;0
TIKR_B;5;20180816;141000;190.25;190.55;190.2;190.54;10507;0
TIKR_B;5;20180816;141500;190.54;190.63;190.28;190.32;9748;0
TIKR_B;5;20180816;142000;190.34;190.43;190.12;190.12;21433;0
TIKR_B;5;20180816;142500;190.16;190.45;190.13;190.32;7199;0
TIKR_B;5;20180816;143000;190.36;190.75;190.32;190.43;37493;0
TIKR_B;5;20180816;143500;190.49;190.49;190.17;190.44;9784;0
TIKR_B;5;20180816;144000;190.44;190.44;190.12;190.12;19374;0
TIKR_B;5;20180816;144500;190.12;190.25;190.12;190.21;6442;0
